,URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss
232309,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,720,SAS,Jump ball: P. Gasol vs. D. Howard,0,ATL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
232310,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,710,SAS,,0,ATL,D. Schrder misses 2-pt layup from 2 ft (block by L. Aldridge),0,D. Schröder - schrode01,2-pt layup,miss,2.0,,L. Aldridge - aldrila01,,,,,,,,,,,,,,,,,,,,
232311,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,708,SAS,Defensive rebound by D. Green,0,ATL,,0,,,,,,,,,,D. Green - greenda02,defensive,,,,,,,,,,,,,,,
232312,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,688,SAS,P. Gasol makes 3-pt jump shot from 23 ft (assist by L. Aldridge),3,ATL,,0,P. Gasol - gasolpa01,3-pt jump shot,make,23.0,L. Aldridge - aldrila01,,,,,,,,,,,,,,,,,,,,,
232313,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,669,SAS,,3,ATL,Shooting foul by D. Green (drawn by D. Howard),0,,,,,,,shooting,D. Green - greenda02,D. Howard - howardw01,,,,,,,,,,,,,,,,,
232314,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,669,SAS,,3,ATL,D. Howard makes free throw 1 of 2,1,,,,,,,,,,,,,,,D. Howard - howardw01,make,1 of 2,,,,,,,,,
232315,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,669,SAS,,3,ATL,D. Howard makes free throw 2 of 2,2,,,,,,,,,,,,,,,D. Howard - howardw01,make,2 of 2,,,,,,,,,
232316,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,656,SAS,T. Parker misses 2-pt jump shot from 13 ft (block by D. Schrder),3,ATL,,2,T. Parker - parketo01,2-pt jump shot,miss,13.0,,D. Schröder - schrode01,,,,,,,,,,,,,,,,,,,,
232317,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,654,SAS,,3,ATL,Defensive rebound by P. Millsap,2,,,,,,,,,,P. Millsap - millspa01,defensive,,,,,,,,,,,,,,,
232318,/boxscores/201701010ATL.html,regular,Philips Arena Atlanta Georgia,January 1 2017,6:00 PM,ATL,1,641,SAS,,3,ATL,P. Millsap misses 2-pt jump shot from 7 ft,2,P. Millsap - millspa01,2-pt jump shot,miss,7.0,,,,,,,,,,,,,,,,,,,,,,
